0.403042038,-0.028183445,0.593194108,0.601088158,0.054752797,0.561685806,-0.149985033,0.717835978,-0.679609517,0.018625329
1.01156853,-0.70830791,1.016970067,0.617896174,0.06274465,0.403988109,-0.050290738,0.876547107,-0.459011518,0.1358103
0.641498976,-0.341091056,0.667476708,0.508325216,-0.002155364,0.504320542,-0.140147841,0.820390481,-0.547216469,-0.088725297
0.551114544,0.513922626,0.651110542,0.406715811,0.064195278,0.569747365,-0.374944147,0.620751835,-0.686076239,0.058167357
0.356705034,0.332632826,0.667561164,0.550175269,0.120588826,0.494004095,-0.295899951,0.623425175,-0.723637976,-0.011504302
-0.034382597,-0.039552653,0.700960642,0.668342892,0.155754099,0.434411422,-0.116138811,0.602987065,-0.773148122,-0.158620167
-0.117052407,0.22014356,0.401939315,0.882420266,-0.094175007,0.587127795,0.112406143,-0.50641131,0.854329783,0.032141337
0.585621487,-0.474226929,0.776324108,0.878356547,0.031907443,0.314807849,0.086400796,-0.825780264,0.551139951,0.082865024
-0.061885731,0.145793646,0.516357214,0.811577917,-0.064583623,0.246076785,0.111440304,-0.555020653,0.823171498,0.043838547
0.278510539,-0.167346015,0.546760357,0.700732565,-0.037028237,0.405684863,0.098228293,-0.731555042,0.671162367,0.068698618
0.152865341,0.264770537,0.543759713,0.669011898,-0.026316198,0.275290744,0.199392131,-0.582387918,0.787874272,-0.017922696
0.593263357,0.264137864,0.703494343,0.637014326,0.027909822,0.199127626,0.42565024,-0.69291449,0.540562351,0.21560085
0.033687071,0.040146688,0.680933195,0.432636504,0.111952322,0.294442669,0.257704177,0.518368958,-0.709848512,0.401244652
0.361606947,-0.479868627,0.314991017,0.754033125,-0.35876364,0.227083131,0.033541736,0.800344714,-0.595631873,0.059547987
0.799321439,0.480280775,0.341831865,0.77735893,-0.267797067,0.315254903,-0.368454306,0.669603738,-0.636882921,0.101254152
1.53E-17,-0.249328003,0.329796361,0.715652793,-0.239095736,0.439272169,-0.063172352,0.649263354,-0.7330011,-0.192810109
0.403514225,-0.188161773,0.306498158,0.763322629,-0.228180161,0.560361628,-0.302659306,0.662095588,-0.539317708,-0.423276727
0.109862167,-0.410011188,0.412816943,0.756853067,-0.218238413,0.394062361,-0.087558814,0.675033518,-0.642449194,-0.352025903
-0.017285193,-0.002429276,0.410062454,0.392711207,-0.125025795,0.488161069,0.106445007,0.594185928,-0.77941811,0.167690054
1.588187834,-1.588187834,1.278468534,0.390890382,-0.072731349,0.473422012,0.00395454,-0.926005399,0.321033665,-0.19858436
0.548747462,-0.878179511,0.748569401,0.732979864,-0.022571084,0.609104019,-0.050586702,-0.863878466,0.50008888,0.032651083
0.022215295,-0.423893088,0.543180189,0.733001013,-0.023899388,0.640366158,-0.076860013,-0.717513797,0.687557383,0.080816673
2.278329461,0.967093479,0.907618835,0.76852501,-0.038673982,0.795721679,-0.518715543,0.777021213,-0.356603366,-0.002501831
0.513591872,0.137616527,0.532307924,0.667665137,0.020158589,0.667655485,0.297203724,-0.707119639,0.639506522,0.05179933
1.904312586,0.474798454,1.16742531,0.691048049,0.099843708,0.668748779,-0.466064906,0.814779725,-0.295950882,-0.177004461
0.481765777,0.16588526,0.594832906,0.589009937,0.093683147,0.712037106,-0.495992317,0.587681946,-0.386173373,-0.509403257
0.538686453,0.405929359,0.735792949,0.579879636,0.198612574,0.73395148,-0.513372307,0.63988373,-0.493073639,-0.289613662
1.174456988,0.381604208,0.444924404,0.700577293,-0.227652554,0.413845406,0.494509724,-0.743260297,0.290085152,0.344782349
0.517765157,0.896795558,0.359889135,0.793434182,-0.221168313,0.450007983,0.664118129,-0.558294983,0.418351369,0.268767474
0.274110149,0.350844992,0.295551795,0.624350379,-0.235579839,0.435661412,0.546554284,-0.538549226,0.493710682,0.409258975
